symbol,timestamp,price_open,price_high,price_low,price_close,volume_traded,trades_count,is_Monday,is_Tuesday,is_Wednesday,is_Thursday,is_Friday,is_Saturday,is_Sunday,is_winter,is_spring,is_summer,is_autumn
BINANCEFTS_PERP_BNB_USDT,2020-07-10 00:00:00+00:00,16.842,17.37,16.455,17.325,1664970.0599999998,93465.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-11 00:00:00+00:00,17.327,17.695,17.023,17.631,1874795.7000000002,90867.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-12 00:00:00+00:00,17.64,18.619,17.611,18.312,3517420.6199999996,123574.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-13 00:00:00+00:00,18.313,19.069,17.8,18.419,3628616.7400000007,134970.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-14 00:00:00+00:00,18.414,18.795,17.7,18.09,2879951.02,122362.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-15 00:00:00+00:00,18.088,18.175,17.412,17.648,2184575.72,100676.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-16 00:00:00+00:00,17.651,17.798,16.426,17.171,2538439.31,116628.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-17 00:00:00+00:00,17.168,17.484,16.95,17.073,1713580.9700000004,98358.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-18 00:00:00+00:00,17.071,17.35,16.816,17.156,1330795.7099999997,77268.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-19 00:00:00+00:00,17.158,18.141,16.871,18.039,3496898.9699999997,106904.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-20 00:00:00+00:00,18.041,18.333,17.249,17.493,2566534.66,89122.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-21 00:00:00+00:00,17.482,17.99,17.404,17.737,1532182.82,75140.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-22 00:00:00+00:00,17.73,18.133,17.448,18.103,1322551.3199999998,64687.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-23 00:00:00+00:00,18.115,18.788,18.056,18.768,2188672.0699999994,90680.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-24 00:00:00+00:00,18.764,19.583,18.248,19.204,3673730.8800000004,138267.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-25 00:00:00+00:00,19.206,20.081,19.154,19.84,2662190.38,111029.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-26 00:00:00+00:00,19.84,20.34,19.112,19.577,2425776.85,107148.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-27 00:00:00+00:00,19.58,20.222,18.331,19.792,3493682.1,143952.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-28 00:00:00+00:00,19.789,20.73,19.48,20.184,3005300.189999999,141106.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-29 00:00:00+00:00,20.18,20.435,19.779,19.901,1425583.56,84090.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_BNB_USDT,2020-07-30 00:00:00+00:00,19.906,20.149,19.521,19.978,1221121.31,71995.0,False,False,False,True,False,False,False,False,False,True,False
