symbol,timestamp,price_open,price_high,price_low,price_close,volume_traded,trades_count,is_Monday,is_Tuesday,is_Wednesday,is_Thursday,is_Friday,is_Saturday,is_Sunday,is_winter,is_spring,is_summer,is_autumn
BINANCEFTS_PERP_ETH_USDT,2020-07-10 00:00:00+00:00,242.0,242.25,235.73,241.37,789372.2780000002,115584.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-11 00:00:00+00:00,241.38,241.79,237.61,239.25,478752.33099999995,92557.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-12 00:00:00+00:00,239.25,244.35,236.0,242.82,899578.7459999998,134244.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-13 00:00:00+00:00,242.82,245.56,237.3,239.6,1099518.478,149206.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-14 00:00:00+00:00,239.6,242.24,236.74,240.56,724653.885,110166.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-15 00:00:00+00:00,240.57,241.5,236.9,238.59,529634.834,87360.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-16 00:00:00+00:00,238.59,239.58,229.84,233.74,1047566.611,136246.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-17 00:00:00+00:00,233.75,235.05,231.81,232.72,557216.7219999998,88105.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-18 00:00:00+00:00,232.72,236.95,232.35,235.69,466496.50899999996,90648.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-19 00:00:00+00:00,235.69,239.93,233.28,239.19,573124.068,87736.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-20 00:00:00+00:00,239.18,239.81,234.0,236.03,693643.3579999998,102491.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-21 00:00:00+00:00,236.02,246.87,235.52,245.56,1191285.5300000003,144840.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-22 00:00:00+00:00,245.56,270.8,241.52,264.27,1647528.0959999994,190871.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_ETH_USDT,2020-07-23 00:00:00+00:00,264.3,280.48,259.86,275.56,2725687.424,289203.0,False,False,False,True,False,False,False,False,False,True,False
