symbol,timestamp,price_open,price_high,price_low,price_close,volume_traded,trades_count,is_Monday,is_Tuesday,is_Wednesday,is_Thursday,is_Friday,is_Saturday,is_Sunday,is_winter,is_spring,is_summer,is_autumn
BINANCEFTS_PERP_SOL_USDT,2020-09-14 00:00:00+00:00,3.3998,3.565,3.2161,3.2661,4786609,51555,True,False,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-15 00:00:00+00:00,3.2629,3.3258,2.9001,2.9332,4318305,47281,False,True,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-16 00:00:00+00:00,2.9299,2.9299,2.4316,2.5395,5697022,63574,False,False,True,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-17 00:00:00+00:00,2.54,2.936,2.3569,2.8855,6499338,68362,False,False,False,True,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-18 00:00:00+00:00,2.8821,3.15,2.724,3.108,6310796,70989,False,False,False,False,True,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-19 00:00:00+00:00,3.108,3.2509,2.955,3.0193,5004414,57760,False,False,False,False,False,True,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-20 00:00:00+00:00,3.0159,3.0173,2.6876,2.8635,4430783,48849,False,False,False,False,False,False,True,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-21 00:00:00+00:00,2.8567,3.03,2.4576,2.7539,6299704,68527,True,False,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-22 00:00:00+00:00,2.7544,3.01,2.6094,2.9183,8942906,88590,False,True,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-23 00:00:00+00:00,2.9196,3.0935,2.6863,2.8313,7291781,69874,False,False,True,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-24 00:00:00+00:00,2.835,3.2538,2.7607,3.1392,6564611,68817,False,False,False,True,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-25 00:00:00+00:00,3.1314,3.2698,2.898,3.1821,5925744,60505,False,False,False,False,True,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-26 00:00:00+00:00,3.1871,3.249,3.017,3.1262,5033808,48963,False,False,False,False,False,True,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-27 00:00:00+00:00,3.1275,3.1883,2.977,3.1617,4684139,45740,False,False,False,False,False,False,True,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-28 00:00:00+00:00,3.1596,3.2116,2.8909,2.9564,4954686,48423,True,False,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-29 00:00:00+00:00,2.956,3.0207,2.874,2.9517,4430934,43002,False,True,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-09-30 00:00:00+00:00,2.95,2.989,2.8285,2.9004,3951833,40365,False,False,True,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-01 00:00:00+00:00,2.9008,2.9968,2.6546,2.8701,4852685,46711,False,False,False,True,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-02 00:00:00+00:00,2.8694,2.8851,2.4224,2.6236,5582857,54091,False,False,False,False,True,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-03 00:00:00+00:00,2.6271,2.6689,2.5326,2.5454,4150340,39997,False,False,False,False,False,True,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-04 00:00:00+00:00,2.5447,2.5909,2.4266,2.5236,4641666,44410,False,False,False,False,False,False,True,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-05 00:00:00+00:00,2.5244,2.677,2.4561,2.6495,4421463,44605,True,False,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-06 00:00:00+00:00,2.6517,2.661,2.1346,2.1732,5435007,48624,False,True,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-07 00:00:00+00:00,2.1725,2.4,2.0854,2.3027,6627417,55376,False,False,True,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-08 00:00:00+00:00,2.3036,2.4629,2.0117,2.3716,8385420,66757,False,False,False,True,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-09 00:00:00+00:00,2.3717,2.6289,2.3101,2.5363,6662396,56234,False,False,False,False,True,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-10 00:00:00+00:00,2.5356,2.611,2.3907,2.407,5487486,47982,False,False,False,False,False,True,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-11 00:00:00+00:00,2.4065,2.4609,2.3378,2.4257,4904544,43331,False,False,False,False,False,False,True,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-12 00:00:00+00:00,2.4269,2.7096,2.4171,2.5825,6382872,54165,True,False,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-13 00:00:00+00:00,2.582,2.5889,2.3355,2.4048,6883812,54459,False,True,False,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-14 00:00:00+00:00,2.4053,2.4464,2.2337,2.3087,4990767,43927,False,False,True,False,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-15 00:00:00+00:00,2.3102,2.3443,2.1928,2.267,4524474,41541,False,False,False,True,False,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-16 00:00:00+00:00,2.2668,2.2708,2.103,2.1404,5792357,51261,False,False,False,False,True,False,False,False,False,False,True
BINANCEFTS_PERP_SOL_USDT,2020-10-17 00:00:00+00:00,2.1401,2.2425,2.11,2.2062,4136722,39968,False,False,False,False,False,True,False,False,False,False,True
