symbol,timestamp,price_open,price_high,price_low,price_close,volume_traded,trades_count,is_Monday,is_Tuesday,is_Wednesday,is_Thursday,is_Friday,is_Saturday,is_Sunday,is_winter,is_spring,is_summer,is_autumn
BINANCEFTS_PERP_DOGE_USDT,2020-07-10 00:00:00+00:00,0.003856,0.003977,0.00334,0.003535,7578179800.0,126332.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-11 00:00:00+00:00,0.003535,0.00396,0.003411,0.003812,6154154959.0,75627.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-12 00:00:00+00:00,0.00381,0.003861,0.003573,0.003648,2832682740.0,38411.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-13 00:00:00+00:00,0.003647,0.00366,0.002942,0.003159,7754495522.0,79460.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-14 00:00:00+00:00,0.003159,0.003401,0.003014,0.003293,4978543051.0,62843.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-15 00:00:00+00:00,0.003293,0.003293,0.003046,0.003088,3104188124.0,39641.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-16 00:00:00+00:00,0.003089,0.003093,0.00287,0.002985,3211986224.0,33738.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-17 00:00:00+00:00,0.002985,0.003095,0.002912,0.003057,3227239839.0,26812.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-18 00:00:00+00:00,0.003058,0.003678,0.003013,0.003436,13483791081.0,122754.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-19 00:00:00+00:00,0.003437,0.003779,0.003301,0.003385,7212773014.0,75315.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-20 00:00:00+00:00,0.003386,0.003432,0.003125,0.003216,3363031243.0,32238.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-21 00:00:00+00:00,0.003215,0.003321,0.00318,0.003302,2619443411.0,23250.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-22 00:00:00+00:00,0.003303,0.003314,0.003203,0.003292,1421543633.0,14909.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-23 00:00:00+00:00,0.003294,0.003349,0.003265,0.003307,1674318643.0,15126.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-24 00:00:00+00:00,0.003307,0.003314,0.003131,0.003213,1958265733.0,19302.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-25 00:00:00+00:00,0.003213,0.00333,0.00318,0.003261,1830671869.0,25293.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-26 00:00:00+00:00,0.00326,0.003297,0.003186,0.003239,1706816092.0,17348.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-27 00:00:00+00:00,0.00324,0.003253,0.002999,0.003162,2747068881.0,26633.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-28 00:00:00+00:00,0.003163,0.003233,0.003125,0.003189,1303272965.0,12330.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-29 00:00:00+00:00,0.00319,0.003306,0.003165,0.003173,1909850957.0,15610.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-30 00:00:00+00:00,0.003172,0.003245,0.003135,0.003228,1390413974.0,11112.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-07-31 00:00:00+00:00,0.003228,0.003242,0.003175,0.00323,1099731013.0,8690.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-01 00:00:00+00:00,0.00323,0.003872,0.003207,0.003715,10216943773.0,82516.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-02 00:00:00+00:00,0.003717,0.003798,0.003061,0.00334,5243937296.0,85992.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-03 00:00:00+00:00,0.00334,0.003446,0.003311,0.003384,2209764359.0,23050.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-04 00:00:00+00:00,0.003384,0.003581,0.003363,0.003552,4816227415.0,37309.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-05 00:00:00+00:00,0.003553,0.003595,0.003443,0.003506,2312321454.0,25129.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-06 00:00:00+00:00,0.003506,0.003656,0.00345,0.003562,2805190546.0,28183.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-07 00:00:00+00:00,0.003562,0.003621,0.003347,0.003496,2178416173.0,34299.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-08 00:00:00+00:00,0.003495,0.003524,0.003392,0.003524,1076365750.0,18457.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-09 00:00:00+00:00,0.003523,0.003538,0.003411,0.003471,1056863867.0,15309.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-10 00:00:00+00:00,0.003471,0.003565,0.003382,0.003505,1971519264.0,24422.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-11 00:00:00+00:00,0.003503,0.003588,0.003318,0.003397,2194380541.0,31254.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-12 00:00:00+00:00,0.003396,0.003506,0.003311,0.003468,1532632558.0,22796.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-13 00:00:00+00:00,0.003467,0.003526,0.003333,0.003491,1887102282.0,24135.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-14 00:00:00+00:00,0.003492,0.003606,0.003434,0.003579,1981401261.0,22289.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-15 00:00:00+00:00,0.003576,0.003637,0.003478,0.003541,2457133321.0,24493.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-16 00:00:00+00:00,0.00354,0.003567,0.003437,0.003535,1278782845.0,14965.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-17 00:00:00+00:00,0.003534,0.00374,0.0035,0.003589,2828004384.0,29044.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-18 00:00:00+00:00,0.00359,0.00373,0.003442,0.003476,2074922672.0,23330.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-19 00:00:00+00:00,0.003474,0.003543,0.003325,0.003418,1997968591.0,25046.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-20 00:00:00+00:00,0.003419,0.003509,0.00337,0.003447,948698816.0,14062.0,False,False,False,True,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-21 00:00:00+00:00,0.003447,0.003577,0.003346,0.003379,2132572606.0,23054.0,False,False,False,False,True,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-22 00:00:00+00:00,0.00338,0.003457,0.003319,0.003434,1228543980.0,17480.0,False,False,False,False,False,True,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-23 00:00:00+00:00,0.003433,0.003462,0.003362,0.003398,1169334775.0,13663.0,False,False,False,False,False,False,True,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-24 00:00:00+00:00,0.003398,0.003478,0.003372,0.00341,1546024218.0,18158.0,True,False,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-25 00:00:00+00:00,0.00341,0.003423,0.003206,0.003289,2064895290.0,24901.0,False,True,False,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-26 00:00:00+00:00,0.003289,0.00338,0.003225,0.003285,1669395394.0,15835.0,False,False,True,False,False,False,False,False,False,True,False
BINANCEFTS_PERP_DOGE_USDT,2020-08-27 00:00:00+00:00,0.003285,0.003306,0.003127,0.003195,1276766420.0,19270.0,False,False,False,True,False,False,False,False,False,True,False
